300001,resident_service300001434662086,resident_service,88,1000000.0,18281788353,Taiwan,Taiwan,0,0,0,0,2018-07-25 17:37:33.785,2018-07-25 17:37:33.785
300002,gas_manufacturing_supply300002-940901194,gas_manufacturing_supply,72,1000000.0,13364008320,Tibet,Xigaze,0,0,0,0,2015-05-09 06:08:26.369,2015-05-09 06:08:26.369
300003,nonferrous_metal_manufacturing3000031084652808,nonferrous_metal_manufacturing,73,1000000.0,15261587464,Xinjiang,Kizilsu,0,0,0,0,2017-03-07 16:15:08.255,2017-03-07 16:15:08.255
300004,real_estate30000468317453,real_estate,74,1000000.0,14500938444,Qinghai,Haixi,0,0,0,0,2017-12-03 18:07:50.249,2017-12-03 18:07:50.249
300005,culture_art300005-832145326,culture_art,57,1000000.0,17358297846,Guangdong,Qingyuan,0,0,0,0,2014-06-05 09:35:11.004,2014-06-05 09:35:11.004
300006,textile_garment3000061053860172,textile_garment,11,1000000.0,15716228544,Heilongjiang,Harbin,0,0,0,0,2015-12-04 19:39:00.863,2015-12-04 19:39:00.863
300007,rubber_plastic3000071590194961,rubber_plastic,29,1000000.0,18492206520,Zhejiang,Quzhou,0,0,0,0,2014-11-11 08:16:58.445,2014-11-11 08:16:58.445
300008,nonferrous_metal_mining3000081939484614,nonferrous_metal_mining,76,1000000.0,13201399826,Tibet,Nyingchi,0,0,0,0,2016-01-20 23:56:02.976,2016-01-20 23:56:02.976
300009,black_medal_manufacturing300009-479997514,black_medal_manufacturing,68,1000000.0,16658903813,Xinjiang,Yili,0,0,0,0,2017-01-16 18:21:19.614,2017-01-16 18:21:19.614
300010,black_medal_manufacturing300010-479997514,black_medal_manufacturing,10,1000000.0,18918486003,Hunan,Xiangxi,0,0,0,0,2016-06-16 04:49:53.821,2016-06-16 04:49:53.821
300011,mining_auxiliary300011-774791273,mining_auxiliary,99,1000000.0,15218597931,Hebei,Langfang,0,0,0,0,2015-07-27 21:48:24.116,2015-07-27 21:48:24.116
300012,water_management300012-1680685973,water_management,42,1000000.0,18652799138,Jiangxi,Shangrao,0,0,0,0,2015-08-26 02:46:50.152,2015-08-26 02:46:50.152
300013,textile_garment3000131053860172,textile_garment,74,1000000.0,15724924907,Henan,Zhengzhou,0,0,0,0,2014-10-09 11:29:20.247,2014-10-09 11:29:20.247
300014,electrical_machinery_manufacturing3000141496477270,electrical_machinery_manufacturing,52,1000000.0,15797757659,Inner_Mongolia,Hulunbuir,0,0,0,0,2014-12-04 00:38:47.945,2014-12-04 00:38:47.945
300015,real_estate30001568317453,real_estate,29,1000000.0,19973116879,Chongqing,Chongqing,0,0,0,0,2017-04-16 17:34:27.441,2017-04-16 17:34:27.441
300016,medal_machinery_equipment_repair300016-268559113,medal_machinery_equipment_repair,64,1000000.0,14598729110,Yunnan,Yuxi,0,0,0,0,2015-02-27 21:47:08.234,2015-02-27 21:47:08.234
